optimization_id,node_id,product_id,date,inventory
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-03-18,128.77288822777155
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-04-17,257.5240500024829
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-05-17,386.28003957614237
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-06-16,515.037236205615
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-07-16,643.794915667866
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-08-15,772.5528365486589
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-09-14,901.3108953835344
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-10-14,1030.069040439942
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-11-13,1158.8272429774706
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2024-12-13,1287.585485751828
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2025-01-12,1416.34375778936
SCIP Solver_2025-03-18_13-29-56,P1,WATER003,2025-02-11,1545.1020517742854
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-03-18,128.76484148130635
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-04-17,257.520026384095
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-05-17,386.2773571336147
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-06-16,515.0352243657724
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-07-16,643.7933061930503
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-08-15,772.5514953183133
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-09-14,901.3097457568356
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-10-14,1030.06803451619
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-11-13,1158.8263488227858
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2024-12-13,1287.5846810124592
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2025-01-12,1416.3430262080124
SCIP Solver_2025-03-18_13-29-56,DC1,WATER003,2025-02-11,1545.1013811579774
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-03-18,128.77288822777155
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-04-17,257.5240500024829
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-05-17,386.28003957614237
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-06-16,515.0372362056141
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-07-16,643.794915667866
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-08-15,772.5528365486589
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-09-14,901.3108953835344
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-10-14,1030.069040439942
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-11-13,1158.8272429774706
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2024-12-13,1287.5854857518289
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2025-01-12,1416.34375778936
SCIP Solver_2025-03-18_13-29-56,DC2,WATER003,2025-02-11,1545.102051774285
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-03-18,128.76484148130635
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-04-17,257.520026384095
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-05-17,386.2773571336147
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-06-16,515.0352243657724
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-07-16,643.7933061930503
SCIP Solver_2025-03-18_13-29-56,S1,WATER003,2024-08-15,772.5514953183133
